PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
661,0,3,"Kim, Mr. Woojin",male,15.8,0,0,T500142,3.5783,,S
662,0,1,"Choi, Mr. Taeyang",male,22.1,0,3,T226931,57.3331,,S
663,0,3,"Lim, Mr. Jiho",male,43.4,2,0,T490600,4.1691,,S
664,0,3,"Choi, Mrs. Jiwoo",female,29.8,0,0,T653931,0.0775,,S
665,0,2,"Lee, Mr. Jiho",male,,1,0,T249328,8.22,,S
666,1,3,"Han, Miss. Sora",female,43.3,0,0,T948499,4.3929,A112,S
667,0,3,"Kim, Mr. Junho",male,,3,0,T282540,4.7118,,S
668,0,3,"Song, Mr. Jiho",male,7.6,0,0,T624287,35.7306,,S
669,0,3,"Ko, Mr. Taeyang",male,38.9,0,0,T143014,2.2701,,C
670,0,1,"Hwang, Mr. Minsu",male,,0,0,T287269,83.8718,,S
671,1,1,"Ko, Mr. Jiho",male,21.4,4,0,T647781,147.5168,E2,S
672,0,3,"Lim, Mr. Taeyang",male,44.8,2,0,T258156,2.1989,B74,S
673,1,3,"Park, Miss. Chaewon",female,,0,0,T334390,13.5456,,S
674,0,2,"Song, Mr. Sungmin",male,41.8,2,0,T743285,17.7197,D118,S
675,1,3,"Hong, Mr. Jiho",male,28.5,2,1,T461137,28.9157,,S
676,0,2,"Song, Mr. Woojin",male,18.8,3,2,T772807,3.6246,,C
677,1,3,"Oh, Mrs. Minji",female,,3,0,T369023,12.654,,S
678,1,3,"Oh, Mr. Taeyang",male,15.6,1,0,T169613,23.1407,,S
679,1,1,"Choi, Mrs. Jiwoo",female,,0,0,T478323,22.6078,,S
680,0,2,"Oh, Mr. Woojin",male,42.8,0,0,T367423,39.1883,,S
681,1,3,"Lim, Mrs. Seoyeon",female,35.8,0,0,T560641,28.2927,,S
682,0,3,"Ryu, Mrs. Seoyeon",female,,0,0,T820464,5.7866,A29,S
683,0,3,"Ko, Mr. Sungmin",male,52.2,0,0,T978182,0.2982,,Q
684,1,3,"Kim, Miss. Yuna",female,39,0,0,T678971,22.642,,S
685,1,2,"Hong, Mr. Woojin",male,33.6,0,3,T339609,51.6904,,S
686,0,3,"Ryu, Mrs. Eunbi",female,29.7,0,0,T860384,29.229,,S
687,1,2,"Han, Mr. Jiho",male,44.9,0,0,T224975,34.5697,,S
688,0,2,"Hwang, Mrs. Yuna",female,,3,0,T753593,7.3033,,S
689,1,2,"Shin, Mr. Taeyang",male,48.4,0,3,T879652,3.3432,,S
690,1,3,"Shin, Mrs. Minji",female,42.9,4,1,T140342,4.4755,,C
691,0,3,"Lim, Mr. Daniel",male,36.4,0,3,T925588,0.4591,,S
692,0,2,"Lim, Mr. Jiho",male,29.9,2,0,T448735,0.1733,,C
693,0,3,"Hwang, Mr. Jiho",male,26.5,1,0,T136389,16.1102,,S
694,0,1,"Lim, Mrs. Hana",female,45.7,4,0,T538438,62.9994,,S
695,0,3,"Ryu, Mr. Junho",male,47.8,0,3,T180567,5.0633,,S
696,0,3,"Seo, Mr. Taeyang",male,,0,0,T126085,24.4272,,S
697,1,3,"Oh, Mr. Sungmin",male,0.5,0,0,T313565,17.8109,,C
698,1,2,"Hong, Mr. Woojin",male,24.1,3,0,T665543,6.0472,,S
699,0,1,"Kim, Mr. Sungmin",male,33.8,3,0,T263965,145.5177,,S
700,0,3,"Seo, Miss. Minji",female,21.7,1,0,T369833,1.7318,,S
701,0,3,"Kang, Mr. Taeyang",male,31.1,3,0,T654212,8.7323,,S
702,1,3,"Seo, Miss. Eunbi",female,36.2,0,0,T617405,3.7799,,S
703,0,3,"Ko, Mr. Taeyang",male,38.3,3,0,T579663,28.2485,,S
704,1,3,"Shin, Mrs. Hana",female,37,0,0,T943446,15.2902,,C
705,1,3,"Kwon, Miss. Jiwoo",female,23.4,0,0,T692075,34.9969,,S
706,0,3,"Choi, Mr. Minsu",male,25.2,4,0,T295799,11.8477,,S
707,1,3,"Seo, Mrs. Chaewon",female,23.5,0,0,T246228,13.4743,,S
708,1,1,"Seo, Mr. Woojin",male,,0,0,T368863,40.4297,E70,S
709,0,1,"Han, Mr. Daniel",male,7.3,1,0,T247257,3.6911,,S
710,0,3,"Song, Mr. Taeyang",male,,0,0,T264785,16.9462,C39,C
711,0,1,"Song, Mr. Junho",male,42.8,0,0,T634160,117.5068,,C
712,0,3,"Lee, Mr. Woojin",male,,0,0,T962943,11.9244,,S
713,1,1,"Lee, Miss. Seoyeon",female,34.7,0,0,T100277,77.5993,B62,S
714,1,3,"Shin, Miss. Chaewon",female,21.9,0,0,T455148,21.9499,,C
715,0,3,"Park, Mr. Daniel",male,35.4,0,0,T829983,6.6981,,S
716,0,2,"Lee, Mr. Hyun",male,26.3,3,0,T381172,13.2811,,S
717,1,3,"Yoon, Mr. Woojin",male,17.2,0,0,T482078,0.1635,,S
718,1,3,"Song, Miss. Chaewon",female,26,0,0,T312057,24.0882,,C
719,1,3,"Oh, Mrs. Hana",female,30.8,0,0,T341069,29.751,A86,C
720,0,3,"Lee, Mr. Hyun",male,34.3,0,0,T278690,12.5512,,S
721,0,2,"Hwang, Mr. Taeyang",male,53.1,0,0,T687844,43.8865,D83,S
722,0,2,"Lim, Mr. Daniel",male,,0,0,T855138,36.2609,,S
723,1,3,"Jeon, Miss. Sora",female,,0,0,T697692,5.2364,,S
724,1,1,"Ahn, Mr. Junho",male,48.6,0,3,T931522,42.2434,,S
725,0,2,"Shin, Mr. Jiho",male,36.5,0,0,T379835,37.911,D51,S
726,1,3,"Shin, Mrs. Chaewon",female,,0,0,T475066,35.8257,,C
727,1,2,"Shin, Mrs. Sora",female,44.3,0,0,T581791,37.4749,,C
728,1,3,"Ryu, Miss. Eunbi",female,,0,0,T780124,5.7949,D109,S
729,0,1,"Hwang, Mr. Sungmin",male,30,4,1,T610458,51.094,,S
730,0,3,"Han, Mr. Hyun",male,6.8,0,0,T248081,20.6317,,S
731,0,2,"Park, Mr. Minsu",male,31.6,0,0,T242359,4.0929,,S
732,0,3,"Oh, Mrs. Sora",female,52.2,0,1,T631201,16.5129,,Q
733,0,1,"Yoon, Mr. Daniel",male,18.5,0,0,T283214,52.2692,,S
734,0,2,"Shin, Miss. Seoyeon",female,,0,0,T555508,14.3389,,S
735,1,3,"Jeon, Mr. Junho",male,18.9,2,0,T950205,30.5409,D36,S
736,0,3,"Hong, Mr. Sungmin",male,38.1,0,2,T999149,0.6481,,C
737,1,3,"Choi, Mr. Jiho",male,,0,0,T368070,12.7723,,S
738,0,1,"Shin, Mr. Jiho",male,27.2,0,0,T980481,101.4843,,S
739,0,3,"Oh, Miss. Chaewon",female,,2,1,T429752,22.0747,,Q
740,0,3,"Oh, Mrs. Jiwoo",female,40.3,4,0,T533306,41.2686,,C
741,0,1,"Seo, Miss. Sora",female,23.8,0,0,T846519,65.4104,,S
742,0,3,"Park, Mr. Sungmin",male,61.8,2,1,T422226,4.5753,,S
743,0,3,"Ko, Mrs. Sora",female,28.9,2,3,T248563,6.1879,,S
744,0,2,"Park, Miss. Sora",female,21.6,0,0,T641206,4.4993,,S
745,1,1,"Ahn, Miss. Jiwoo",female,,4,2,T153535,11.9156,,C
746,0,1,"Oh, Mr. Hyun",male,16.5,3,0,T351020,198.747,C134,C
747,0,3,"Seo, Mrs. Chaewon",female,29.6,2,0,T227216,11.9413,,C
748,0,3,"Ahn, Mrs. Seoyeon",female,39.7,0,2,T823927,16.0232,,S
749,0,3,"Jeon, Mr. Woojin",male,29.7,0,0,T206795,15.6269,,S
750,1,3,"Jeon, Mr. Hyun",male,24.4,2,0,T251799,12.9534,A80,C
751,0,1,"Ryu, Mr. Daniel",male,,0,0,T340563,88.9449,,S
752,0,2,"Ahn, Miss. Hana",female,18.4,0,1,T568832,25.5348,,S
753,1,3,"Yoon, Mrs. Sora",female,24,0,0,T645968,13.7799,,S
754,0,3,"Han, Mr. Daniel",male,26.6,0,0,T843986,12.8892,,S
755,0,3,"Hong, Miss. Yuna",female,0.5,0,0,T803874,35.9003,,S
756,1,3,"Park, Mrs. Seoyeon",female,26.9,4,0,T907388,22.6833,C2,C
757,0,3,"Jung, Mr. Woojin",male,16.3,0,0,T521620,13.2776,,C
758,0,3,"Seo, Mr. Minsu",male,50,0,0,T102731,10.9536,,S
759,0,2,"Shin, Mr. Sungmin",male,28.2,0,0,T190797,3.7412,,S
760,0,3,"Kang, Mr. Woojin",male,28.1,4,0,T317165,17.9692,,S
761,0,3,"Lee, Mr. Sungmin",male,38,0,0,T490926,21.8515,C108,S
762,0,3,"Kang, Mr. Woojin",male,31.4,3,1,T543817,15.6087,,S
763,0,3,"Jeon, Mr. Junho",male,25.9,4,1,T377015,26.7739,C38,S
764,1,3,"Lim, Mrs. Chaewon",female,42.3,0,0,T240819,8.1351,,S
765,1,2,"Han, Mrs. Jiwoo",female,39.5,0,0,T604338,9.4356,D78,Q
766,1,2,"Song, Mr. Daniel",male,32.9,0,0,T434050,29.5469,,S
767,1,2,"Han, Mrs. Yuna",female,13.2,0,0,T705934,15.5868,,S
768,0,2,"Jung, Mr. Daniel",male,,1,0,T292078,18.7716,,S
769,0,3,"Hwang, Mr. Taeyang",male,18.3,4,1,T570420,14.6803,,C
770,0,3,"Kwon, Mr. Minsu",male,51.6,0,0,T691555,22.7617,,S
771,0,2,"Kang, Mr. Taeyang",male,18.8,2,0,T977662,21.33,,S
772,1,1,"Oh, Mr. Junho",male,38.4,0,1,T265531,62.9144,,Q
773,1,1,"Ko, Mr. Junho",male,19.1,4,0,T846964,157.7262,,C
774,0,3,"Song, Mr. Sungmin",male,19.1,0,0,T118326,14.5711,,S
775,1,3,"Kim, Mrs. Minji",female,21.3,1,0,T834843,14.4895,,S
776,1,3,"Lim, Mrs. Jiwoo",female,58.4,0,0,T205732,12.8632,,S
777,0,3,"Jeon, Mr. Junho",male,35.8,3,2,T720684,28.3411,F110,S
778,0,3,"Yoon, Mr. Minsu",male,,0,0,T176165,13.5056,,S
779,0,2,"Ko, Mr. Jiho",male,1,2,3,T425231,11.8637,,S
780,0,3,"Choi, Mr. Taeyang",male,33.2,0,0,T415242,15.1425,B88,C
781,0,1,"Lee, Mr. Daniel",male,,0,0,T749050,83.1646,D6,S
782,1,3,"Kwon, Mr. Woojin",male,19.9,0,2,T138818,4.7613,D1,Q
783,0,1,"Kwon, Mr. Taeyang",male,,3,0,T285814,142.1915,,S
784,1,3,"Ryu, Mrs. Jiwoo",female,38.1,0,0,T138098,13.3297,,S
785,0,1,"Ko, Mr. Sungmin",male,,0,0,T287861,192.5569,,S
786,1,3,"Shin, Mr. Hyun",male,,1,1,T934369,24.2123,,C
787,0,3,"Shin, Miss. Minji",female,10.7,0,0,T991253,13.7135,,S
788,0,3,"Ryu, Mr. Daniel",male,22.8,0,0,T912711,12.9205,,Q
789,1,3,"Kang, Mr. Hyun",male,20.2,0,0,T358138,21.2071,,S
790,0,3,"Ryu, Mr. Daniel",male,,3,0,T314591,17.9408,,S
791,1,1,"Ko, Miss. Seoyeon",female,9.5,0,0,T422620,16.1196,,S
792,0,2,"Kang, Mr. Woojin",male,37.1,0,1,T551577,9.8426,,S
793,0,1,"Kwon, Mr. Junho",male,0.5,0,0,T929872,44.13,F71,S
794,1,2,"Ahn, Mrs. Chaewon",female,28.1,2,0,T538602,11.1005,,C
795,0,2,"Kang, Mr. Taeyang",male,35.7,0,0,T679819,14.2407,,S
796,1,3,"Ryu, Mr. Minsu",male,61.6,0,0,T721281,6.0183,,S
797,1,3,"Hwang, Mrs. Minji",female,17,4,0,T419307,33.7586,,S
798,0,3,"Yoon, Mrs. Jiwoo",female,19.9,0,0,T140425,24.1858,,S
799,0,3,"Shin, Mr. Taeyang",male,,0,0,T846729,16.4092,,S
800,0,2,"Hwang, Mr. Sungmin",male,21.9,2,0,T359443,13.0821,C32,S
801,1,2,"Lim, Miss. Chaewon",female,43.9,0,0,T656156,32.5643,,S
802,0,3,"Kwon, Mr. Taeyang",male,13.1,0,0,T480992,10.73,B59,S
803,0,3,"Choi, Mr. Minsu",male,43,4,0,T913679,3.3199,F118,S
804,0,1,"Lee, Mr. Minsu",male,33.9,0,2,T194514,166.713,,S
805,1,2,"Ko, Mr. Woojin",male,,0,2,T308249,12.0409,F23,S
806,0,2,"Hwang, Mr. Jiho",male,29.1,0,0,T453674,35.1954,,S
807,0,3,"Shin, Mr. Daniel",male,,0,2,T131460,6.5723,B90,S
808,0,1,"Lee, Mr. Minsu",male,,0,3,T470540,21.3991,,S
809,0,3,"Lee, Mr. Junho",male,44.6,0,2,T237795,30.4301,,S
810,0,2,"Shin, Mr. Jiho",male,15.2,2,0,T494512,9.4957,,S
811,0,3,"Ahn, Mr. Hyun",male,37.4,4,0,T744023,0.1486,,C
812,0,1,"Lim, Mr. Junho",male,,0,0,T442133,60.1691,F9,S
813,0,3,"Seo, Mr. Hyun",male,39.8,3,0,T200280,26.3826,E46,S
814,0,3,"Ko, Mrs. Hana",female,30.1,0,2,T202414,19.7636,,C
815,0,3,"Ryu, Mr. Sungmin",male,32.3,3,0,T181208,39.3972,B68,S
816,0,1,"Kang, Mr. Junho",male,44.9,4,0,T402335,30.6544,,S
817,0,3,"Jeon, Mr. Hyun",male,36.4,0,2,T394934,6.2498,D125,C
818,0,3,"Lim, Mr. Jiho",male,15.7,0,2,T784037,15.6484,,S
819,0,3,"Kwon, Mr. Hyun",male,,0,0,T399321,18.5796,,S
820,0,3,"Park, Mr. Junho",male,,0,0,T373057,35.8387,,S
821,0,1,"Ko, Mr. Woojin",male,23.8,3,0,T251807,36.7326,,S
822,1,3,"Seo, Mr. Daniel",male,,0,0,T461362,17.6754,A113,S
823,0,3,"Jeon, Mr. Jiho",male,21.7,0,0,T308358,22.6622,A78,Q
824,0,3,"Jung, Mr. Taeyang",male,22.5,3,3,T876545,1.0372,C120,C
825,1,3,"Park, Mr. Jiho",male,10.8,0,0,T100112,18.6722,,Q
826,0,1,"Ko, Mr. Sungmin",male,21.9,2,3,T262059,26.6743,,S
827,0,2,"Hwang, Mr. Taeyang",male,15.1,4,0,T118105,7.94,,S
828,0,3,"Kang, Miss. Chaewon",female,35.7,0,0,T735122,6.1897,,S
829,1,1,"Oh, Mr. Junho",male,16.8,0,0,T611638,216.1298,C131,Q
830,0,3,"Ahn, Miss. Chaewon",female,,0,3,T204955,35.4734,,S
831,0,2,"Jeon, Mr. Daniel",male,60.1,0,2,T648411,40.669,,S
832,0,2,"Hong, Mr. Minsu",male,8.4,2,0,T658236,22.3554,,S
833,0,2,"Kim, Mr. Minsu",male,17.1,0,1,T385835,9.6223,A2,S
834,0,3,"Hong, Mr. Hyun",male,37.9,0,2,T670592,17.1739,,S
835,1,3,"Oh, Miss. Seoyeon",female,57.4,0,0,T664174,0.7608,F21,S
836,0,3,"Ko, Mr. Woojin",male,44,0,0,T385443,14.9526,A27,S
837,1,3,"Kang, Mr. Junho",male,60.2,0,0,T262284,19.0852,,S
838,1,3,"Oh, Mrs. Minji",female,27.8,4,3,T765132,7.4278,,S
839,0,3,"Oh, Mr. Daniel",male,8.6,1,0,T526538,19.9438,,S
840,1,3,"Seo, Mrs. Yuna",female,,0,0,T789767,27.139,,S
841,0,1,"Jung, Mr. Hyun",male,18.1,2,1,T472359,164.1069,E113,S
842,1,2,"Kwon, Mrs. Minji",female,17.8,0,1,T291718,23.5036,,Q
843,1,1,"Kang, Mrs. Eunbi",female,34,2,1,T147164,236.3879,,S
844,0,3,"Choi, Mr. Minsu",male,,3,0,T690986,31.8936,D106,S
845,1,2,"Kwon, Mrs. Minji",female,,4,0,T302988,16.6309,,S
846,0,3,"Jung, Mr. Junho",male,13.4,0,0,T957419,13.9856,,S
847,1,3,"Hong, Mr. Sungmin",male,40.5,1,1,T684274,21.0544,,Q
848,0,3,"Park, Mr. Sungmin",male,,3,0,T565765,14.1546,,S
849,0,1,"Seo, Mr. Hyun",male,19.8,4,0,T742622,201.9004,D95,S
850,1,2,"Ryu, Miss. Minji",female,21.4,0,0,T172394,27.4212,,S
851,0,1,"Jeon, Mr. Woojin",male,37.7,0,1,T679485,0.1875,,S
852,0,2,"Ahn, Mr. Sungmin",male,31.8,1,1,T387416,48.2561,,S
853,1,2,"Song, Mrs. Jiwoo",female,14.3,1,0,T653826,3.1123,,Q
854,1,2,"Kwon, Mrs. Seoyeon",female,53.3,0,0,T785772,18.8862,B129,S
855,0,1,"Lim, Mr. Sungmin",male,39.7,0,0,T239095,67.7709,,C
856,1,3,"Hong, Mrs. Yuna",female,15,3,0,T814409,19.0036,,Q
857,1,1,"Park, Miss. Seoyeon",female,15.6,0,0,T703388,86.9704,,S
858,0,1,"Kang, Mr. Minsu",male,18.6,0,0,T111097,151.326,,S
859,1,2,"Song, Mrs. Eunbi",female,38.4,0,1,T157550,26.5927,,S
860,0,1,"Shin, Mr. Daniel",male,12.8,0,0,T916743,165.8315,,S
861,0,3,"Hwang, Mr. Daniel",male,29.3,1,0,T130472,5.7665,,Q
862,0,2,"Shin, Mr. Taeyang",male,,0,2,T534445,24.7789,,C
863,0,3,"Yoon, Mr. Daniel",male,,0,0,T279559,24.7605,,S
864,0,1,"Seo, Mr. Minsu",male,13.4,0,0,T436958,153.4409,E126,Q
865,0,1,"Kim, Mr. Hyun",male,40.8,0,0,T954513,215.45,,S
866,0,3,"Ahn, Mr. Daniel",male,,4,0,T437878,14.519,,S
867,0,3,"Lim, Mr. Sungmin",male,18.1,0,0,T939508,16.0698,D120,S
868,0,3,"Ahn, Mr. Jiho",male,38.9,0,3,T419854,13.146,A38,S
869,1,3,"Ryu, Mrs. Minji",female,41.7,4,0,T924950,17.3568,,
870,1,3,"Lee, Miss. Minji",female,31.2,0,0,T535147,17.7548,,C
871,0,2,"Ryu, Mr. Daniel",male,,0,0,T151254,43.3193,,S
872,1,1,"Lim, Mr. Sungmin",male,51.4,0,0,T792657,42.7202,,S
873,1,2,"Han, Mrs. Chaewon",female,34.7,0,0,T527684,24.3298,,S
874,1,3,"Hwang, Miss. Sora",female,,0,1,T745008,17.4441,,C
875,1,3,"Ahn, Miss. Hana",female,34.9,0,0,T169009,15.1434,B37,S
876,0,2,"Jeon, Mr. Taeyang",male,35.5,4,0,T635609,48.2557,,S
877,0,2,"Park, Mr. Sungmin",male,49.2,0,1,T338143,56.132,,Q
878,1,1,"Lee, Mr. Junho",male,40.3,0,0,T945813,152.303,B110,C
879,0,2,"Ahn, Mr. Woojin",male,14.6,0,3,T100406,2.7311,F63,S
880,1,1,"Jeon, Mr. Sungmin",male,10.3,2,1,T718078,70.3392,E117,S
881,1,3,"Ryu, Mr. Woojin",male,33.9,4,0,T459017,12.0177,A38,S
882,1,3,"Seo, Mrs. Hana",female,,3,0,T100114,17.4495,,S
883,0,3,"Oh, Mr. Sungmin",male,,0,3,T812139,7.3385,C131,S
884,1,3,"Park, Miss. Sora",female,38.2,1,0,T162146,17.0532,A81,S
885,0,1,"Ahn, Mr. Sungmin",male,4.8,0,0,T736199,29.5897,,S
886,0,3,"Oh, Mr. Woojin",male,0.6,0,0,T979994,5.9051,,S
887,0,3,"Oh, Mr. Jiho",male,10.8,0,0,T431378,40.0886,,C
888,0,3,"Seo, Mr. Daniel",male,22.9,3,0,T816542,31.1112,,C
889,0,3,"Shin, Mr. Minsu",male,,0,0,T259357,3.2563,,S
890,0,3,"Han, Mrs. Jiwoo",female,17.7,2,0,T409311,6.5983,,Q
891,0,1,"Choi, Mrs. Yuna",female,,3,0,T169190,99.3747,,Q
